gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,csho,dvt,ebit,lct,lt,ni,sale,seq,costat,prcc_c
009225,20211231,2021,INDL,C,D,STD,ROL,USD,352.3800,1980.8700,1082.0480,491.9110,208.6560,447.9890,491.1620,898.8220,350.6870,2424.3000,1082.0480,A,34.2100
009248,20210131,2020,INDL,C,D,STD,ROST,USD,6692.4910,12717.8670,3290.6400,356.5030,101.4040,568.6630,3967.0330,9427.2270,85.3820,12531.5650,3290.6400,A,122.8100
009273,20210630,2021,INDL,C,D,STD,RGLD,USD,297.1350,2651.6050,2490.7680,65.5510,77.4160,303.6960,52.0830,148.1900,302.5320,615.8560,2490.7680,A,105.2100
009299,20211231,2021,INDL,C,D,STD,R,USD,2460.6140,13834.3230,2797.9460,53.7890,125.3650,614.9540,3200.8630,11036.3770,519.0410,9662.9530,2797.9460,A,82.4300
009317,20211231,2021,INDL,C,D,STD,SEIC,USD,1404.2290,2354.7020,1860.7630,138.4490,107.8400,554.6550,355.7430,493.9390,546.5930,1918.3090,1860.7630,A,60.9400
009324,20211231,2021,INDL,C,D,STD,SJW,USD,134.0850,3492.3950,1034.5190,30.1810,40.1370,105.8760,203.2710,2457.8760,60.4780,573.6860,1034.5190,A,73.2000
009465,20211231,2021,INDL,C,D,STD,SLB,USD,12654.0000,41511.0000,15004.0000,1403.3820,700.0000,2765.0000,10359.0000,26225.0000,1881.0000,22929.0000,15004.0000,A,29.9500
009466,20210531,2020,INDL,C,D,STD,SCHL,USD,1028.3000,2008.3000,1180.8000,34.3640,20.6000,11.8000,695.5000,826.0000,-11.0000,1300.3000,1180.8000,A,25.0000
009538,20211231,2021,INDL,C,D,STD,SEB,USD,4047.0000,7503.0000,4416.0000,1.1610,10.0000,458.0000,1552.0000,3069.0000,570.0000,9229.0000,4416.0000,A,3935.0100
009551,20210331,2020,INDL,C,D,STD,APPS,USD,97.3850,260.3690,145.0120,89.9500,0.0000,59.2090,111.1490,,54.8840,313.5790,145.1120,A,56.5600
009555,20211231,2021,INDL,C,D,STD,SEE,USD,2069.6000,6229.3000,248.7000,148.0990,116.8000,886.6000,2007.3000,5980.6000,506.8000,5533.8000,248.7000,A,67.4700
009599,20210131,2020,INDL,C,D,STD,SMTC,USD,474.7280,1082.1020,698.7430,65.0980,0.0000,77.0210,109.5730,383.1490,59.9030,595.1170,698.7430,A,72.0900
009611,20211231,2021,INDL,C,D,STD,SCI,USD,441.0600,15691.1780,1909.4450,163.1140,146.9190,1165.8070,728.2610,13781.7290,802.9390,4143.1430,1909.4450,A,70.9900
009664,20211231,2021,INDL,C,D,STD,SHEN,USD,166.3670,890.7330,642.2750,49.9650,940.3470,5.2830,67.2900,248.4580,998.8310,245.2390,642.2750,A,25.5000
009667,20211231,2021,INDL,C,D,STD,SHW,USD,5053.7000,20666.7000,2437.2000,261.1440,587.1000,2660.7000,5719.5000,18229.5000,1864.4000,19944.6000,2437.2000,A,352.1600
009771,20211231,2021,INDL,C,D,STD,AOS,USD,1752.6000,3474.4000,1832.2000,157.6530,170.1000,609.5000,1118.8000,1642.2000,487.1000,3538.9000,1832.2000,A,85.8500
009778,20211231,2021,INDL,C,D,STD,SNA,USD,3053.4000,6759.7000,4181.9000,53.4300,275.8000,1123.5000,982.2000,2555.9000,820.5000,4601.7000,4181.9000,A,215.3800
009783,20211231,2021,INDL,C,D,STD,KEY,USD,,186346.0000,15523.0000,928.8500,823.0000,4596.0000,,168923.0000,2625.0000,7561.0000,17423.0000,A,23.1300
009815,20211231,2021,INDL,C,D,STD,SON,USD,1658.6770,5073.2350,1837.4450,97.3700,179.7340,521.4520,1525.7630,3223.6940,-85.4770,5590.4380,1837.4450,A,57.8900
009831,20211231,2021,INDL,C,D,STD,SJI,USD,638.9620,7308.6720,1989.1520,117.3400,133.3360,338.1200,955.6820,5309.2310,88.0910,1991.9960,1989.1520,A,26.1200
009846,20211231,2021,INDL,C,D,STD,EIX,USD,5491.0000,74745.0000,13911.0000,380.3780,1187.0000,2971.0000,8609.0000,56956.0000,925.0000,14881.0000,17789.0000,A,68.2500
009849,20211231,2021,INDL,C,D,STD,AWR,USD,138.0520,1900.9830,685.9470,36.9360,51.6890,140.5120,155.5740,1215.0360,94.3470,498.8530,685.9470,A,103.4400
009850,20211231,2021,INDL,C,D,STD,SO,USD,8965.0000,127534.0000,27874.0000,1060.0000,2792.0000,5206.0000,10921.0000,94967.0000,2408.0000,23113.0000,28165.0000,A,68.5800
009882,20211231,2021,INDL,C,D,STD,LUV,USD,18036.0000,36320.0000,10414.0000,592.1200,0.0000,-1239.0000,9164.0000,25906.0000,977.0000,15790.0000,10414.0000,A,42.8400
009890,20211231,2021,INDL,C,D,STD,SWX,USD,1614.7670,12765.2570,2953.8200,60.4220,142.4280,402.0470,3112.0490,9614.7200,200.7790,3680.4510,2953.8200,A,70.0500
009904,20211231,2021,INDL,C,D,STD,SWN,USD,1413.0000,11848.0000,2547.0000,1114.3190,0.0000,2718.0000,3052.0000,9301.0000,-25.0000,6667.0000,2547.0000,A,4.6600
009969,20211231,2021,INDL,C,D,STD,STAA,USD,271.4110,345.7780,258.5580,47.7160,0.0000,33.3390,48.8020,87.2200,24.5010,230.4720,258.5580,A,91.3000
010000,20211231,2021,INDL,C,D,STD,SMP,USD,711.2050,1197.9610,601.5800,22.0240,22.1790,131.0950,476.3690,585.3340,90.8860,1298.8160,601.5800,A,52.3900
010008,20210630,2021,INDL,C,D,STD,SXI,USD,374.3660,962.2230,506.4250,12.0440,11.6400,78.1980,143.7090,455.7980,36.4730,656.2320,506.4250,A,110.6600
010016,20211231,2021,INDL,C,D,STD,SWK,USD,8526.4000,28180.0000,10970.2000,163.3290,489.0000,2012.6000,8767.4000,16587.6000,1689.2000,15617.2000,11590.5000,A,188.6200
010035,20211231,2021,INDL,C,D,STD,STT,USD,,314624.0000,25387.0000,365.9830,898.0000,5958.0000,,287261.0000,2693.0000,12030.0000,27363.0000,A,93.0000
010056,20211231,2021,INDL,C,D,STD,SCL,USD,913.3680,2065.6120,1074.1930,22.4200,28.0830,176.0240,500.4760,991.4190,137.8040,2345.9660,1074.1930,A,124.2900
010086,20211231,2021,INDL,C,D,STD,STC,USD,,2813.3620,1282.0090,26.8930,37.2350,422.3140,,1518.6270,323.2160,3289.1040,1282.0090,A,79.7300
010096,20211231,2021,INDL,C,D,STD,PSA,USD,,17380.9080,5235.1770,175.1340,1588.8880,1924.9430,,7957.3700,1953.2630,3660.2230,9335.1770,A,374.5600
010115,20211231,2021,INDL,C,D,STD,SYK,USD,10017.0000,34631.0000,14877.0000,377.5000,976.0000,3763.0000,4549.0000,19754.0000,1994.0000,17108.0000,14877.0000,A,267.4200
010121,20211231,2021,INDL,C,D,STD,NAVI,USD,,80605.0000,2597.0000,153.7430,107.0000,2542.5000,,77997.0000,717.0000,3463.0000,2597.0000,A,21.2200
010124,20211231,2021,INDL,C,D,STD,RGR,USD,328.7330,442.3430,363.6610,17.5970,60.4160,204.9840,77.1090,78.6820,155.8990,732.7110,363.6610,A,68.0200
010247,20210630,2021,INDL,C,D,STD,SYY,USD,10733.5670,21413.5390,1552.8960,511.8320,933.4430,1386.4830,7319.8440,19826.0550,524.2090,51297.8430,1552.8960,A,78.5500
010390,20211231,2021,INDL,C,D,STD,TRC,USD,62.9720,546.0360,441.1490,26.4010,0.0000,-0.2600,15.5950,89.5250,5.3480,55.6130,441.1490,A,19.0800
010405,20211231,2021,INDL,C,D,STD,ATI,USD,2306.7000,4285.2000,685.6000,127.2530,0.0000,107.1000,856.4000,3452.5000,-38.2000,2799.8000,685.6000,A,15.9300
010407,20211231,2021,INDL,C,D,STD,TFX,USD,1429.1180,6871.7220,3754.7480,46.8600,63.6480,613.3900,680.1190,3116.9740,485.3740,2809.5630,3754.7480,A,328.4800
010411,20211231,2021,INDL,C,D,STD,TDS,USD,2044.0000,13493.0000,4853.0000,115.0000,119.0000,285.0000,1180.0000,6748.0000,156.0000,5329.0000,5927.0000,A,20.1500
010441,20211231,2021,INDL,C,D,STD,TNC,USD,526.8000,1061.7000,433.8000,18.5350,17.5000,88.7000,290.3000,626.6000,64.9000,1090.8000,433.8000,A,81.0400
010443,20211231,2021,INDL,C,D,STD,TEN,USD,5813.0000,11622.0000,85.0000,82.1200,0.0000,522.0000,4691.0000,11135.0000,35.0000,18035.0000,85.0000,A,11.3000
010453,20211231,2021,INDL,C,D,STD,TER,USD,2576.2270,3809.4250,2562.4440,162.2510,66.0340,1210.0320,805.1200,1245.4690,1014.5890,3702.8810,2563.9560,A,163.5300
010499,20211231,2021,INDL,C,D,STD,TXN,USD,13685.0000,24676.0000,13333.0000,924.0000,3886.0000,9014.0000,2569.0000,11343.0000,7769.0000,18344.0000,13333.0000,A,188.4700
010519,20211231,2021,INDL,C,D,STD,TXT,USD,,15827.0000,6815.0000,216.9350,18.0000,864.0000,,9012.0000,746.0000,12382.0000,6815.0000,A,77.2000
010530,20211231,2021,INDL,C,D,STD,TMO,USD,20113.0000,95123.0000,40793.0000,394.4350,410.0000,10344.0000,13436.0000,54146.0000,7725.0000,39211.0000,40793.0000,A,667.2400
010549,20210731,2021,INDL,C,D,STD,THO,USD,2803.5230,6654.0880,2921.8430,55.3660,90.8010,912.1460,1794.7850,3705.9820,659.8720,12317.3800,2921.8430,A,103.7700
010565,20211231,2021,INDL,C,D,STD,TDW,USD,342.6720,1095.7800,701.3030,41.3080,0.0000,-74.8410,157.9420,394.0110,-128.9690,371.0330,701.3030,A,10.7100
010567,20211231,2021,INDL,C,D,STD,SIX,USD,516.0350,2968.5900,-982.2000,86.1630,0.0000,402.0120,463.2390,3428.7230,129.9230,1490.2050,-982.2000,A,42.5800
010581,20211231,2021,INDL,C,D,STD,TKR,USD,2213.5000,5170.7000,2294.9000,75.3750,92.2000,528.2000,896.6000,2793.0000,369.1000,4132.9000,2294.9000,A,69.2900
010609,20211231,2021,INDL,C,D,STD,TR,USD,268.3010,1018.6180,769.0420,67.0410,24.0610,67.1330,79.9680,249.8210,65.3260,570.7760,769.0420,A,36.2300
010618,20211031,2021,INDL,C,D,STD,TTC,USD,1489.1850,2936.1400,1151.1320,105.2060,112.4400,506.9550,937.0190,1785.0080,409.8800,3959.5840,1151.1320,A,99.9100
010685,20210331,2020,INDL,C,D,STD,TRNS,USD,48.9280,132.1160,75.0780,7.4580,0.0000,11.8230,25.1420,57.0380,7.7910,173.3350,75.0780,A,34.6800
010735,20211231,2021,INDL,C,D,STD,TRN,USD,,8235.9000,1029.8000,83.3000,84.3000,174.9000,,6939.1000,182.0000,1516.0000,1029.8000,A,30.2000
010789,20211231,2021,INDL,C,D,STD,TYL,USD,964.3310,4732.1610,2324.0320,41.3150,0.0000,205.8300,829.5010,2408.1290,161.4580,1592.2870,2324.0320,A,537.9500
010793,20210930,2021,INDL,C,D,STD,TSN,USD,9822.0000,36309.0000,17723.0000,365.0000,645.0000,4623.0000,6325.0000,18455.0000,3047.0000,47594.0000,17723.0000,A,87.1600
010795,20211231,2021,INDL,C,D,STD,UAL,USD,21834.0000,68175.0000,5029.0000,323.8110,0.0000,-4629.0000,18304.0000,63146.0000,-1964.0000,24634.0000,5029.0000,A,43.7800
010801,20210930,2021,INDL,C,D,STD,UGI,USD,3270.0000,16723.0000,5309.0000,209.2160,282.0000,2452.0000,2297.0000,11192.0000,1467.0000,7447.0000,5522.0000,A,45.9100
010840,20210831,2021,INDL,C,D,STD,UNF,USD,1103.7920,2381.0650,1872.9520,18.8790,18.1470,195.8250,254.6700,508.1130,151.1110,1826.2160,1872.9520,A,210.4000
010860,20211231,2021,INDL,C,D,STD,AEE,USD,1968.0000,35735.0000,9700.0000,257.7000,565.0000,1333.0000,2826.0000,25906.0000,990.0000,6394.0000,9829.0000,A,89.0100
010867,20211231,2021,INDL,C,D,STD,UNP,USD,3551.0000,63525.0000,14161.0000,638.8420,2800.0000,9332.0000,5744.0000,49364.0000,6523.0000,21804.0000,14161.0000,A,251.9300
010894,20211231,2021,INDL,C,D,STD,UDR,USD,,10775.2200,3398.1090,318.1500,446.5580,216.3950,,6001.4740,150.0160,1371.4980,3442.8740,A,59.9900
010903,20211231,2021,INDL,C,D,STD,UNH,USD,61758.0000,212206.0000,71760.0000,941.0000,5280.0000,23970.0000,78292.0000,135727.0000,17285.0000,287597.0000,71760.0000,A,502.1400
010916,20211231,2021,INDL,C,D,STD,UMBF,USD,,42693.4840,3145.4240,48.4310,67.2660,572.4640,,39548.0600,353.0180,1324.3970,3145.4240,A,106.1100
010917,20211231,2021,INDL,C,D,STD,UMH,USD,,1270.8200,279.8210,51.6510,43.6100,70.4160,,528.6800,51.0880,222.5790,742.1400,A,27.3300
010920,20211231,2021,INDL,C,D,STD,UPS,USD,24934.0000,69405.0000,14253.0000,869.7000,3604.0000,13215.0000,17569.0000,55136.0000,12890.0000,97287.0000,14253.0000,A,214.3400
010991,20211231,2021,INDL,C,D,STD,SGMS,USD,1732.0000,7883.0000,-2256.0000,97.0000,0.0000,277.0000,974.0000,9989.0000,371.0000,2153.0000,-2256.0000,A,66.8300
010999,20211231,2021,INDL,C,D,STD,UTL,USD,159.7000,1540.3000,448.3000,15.9780,23.6000,77.8000,173.5000,1091.8000,36.1000,473.3000,448.5000,A,45.9900
011012,20211231,2021,INDL,C,D,STD,SXT,USD,741.1530,1745.4930,938.4250,41.8470,66.6940,168.1950,232.3050,807.0680,118.7450,1380.2640,938.4250,A,100.0600
011017,20210331,2020,INDL,C,D,STD,UVV,USD,1555.3580,2341.9240,1307.2990,24.5150,75.4930,172.9290,293.1570,993.4990,87.4100,1983.3570,1307.2990,A,48.6100
011032,20211231,2021,INDL,C,D,STD,UHS,USD,2263.5560,13093.5430,6089.6640,77.0910,65.9840,1377.4850,1984.1090,6895.3710,991.5900,12642.1170,6089.6640,A,129.6600
011051,20211231,2021,INDL,C,D,STD,UTMD,USD,73.1580,115.6360,107.1380,3.6550,10.4250,18.8950,3.7450,8.4980,14.7880,49.0690,107.1380,A,100.0000
011060,20210331,2020,INDL,C,D,STD,VFC,USD,4785.8700,13754.0290,3056.1640,391.9410,756.7840,799.7420,2210.4770,10697.8650,407.8690,9238.8300,3056.1640,A,85.4100
011065,20211231,2021,INDL,C,D,STD,VSEC,USD,463.9930,918.5580,417.3330,12.7270,4.7050,22.3850,179.9640,501.2250,7.9660,750.8530,417.3330,A,60.9400
011094,20211231,2021,INDL,C,D,STD,VMI,USD,1712.7630,3447.2490,1386.8470,21.2800,42.4720,327.8570,765.8560,2033.6520,195.6300,3501.5750,1386.8470,A,250.5000
011124,20211231,2021,INDL,C,D,STD,VECO,USD,549.3870,898.9760,437.6280,50.6530,0.0000,59.1440,189.2040,461.3480,26.0380,583.2770,437.6280,A,28.4700
011191,20211231,2021,INDL,C,D,STD,VSH,USD,2010.4980,3543.2570,1743.7530,144.8080,55.7510,467.8020,693.6670,1796.5370,297.9700,3240.4870,1743.7530,A,21.8700
011220,20211231,2021,INDL,C,D,STD,VNO,USD,,17266.5880,5053.8870,191.7240,481.0220,367.5360,,10062.6670,175.9990,1735.4050,6236.3460,A,41.8600
011228,20211231,2021,INDL,C,D,STD,VMC,USD,1696.6000,13682.6000,6545.0000,132.7000,196.4000,966.5000,769.3000,7114.9000,670.8000,5552.2000,6545.0000,A,207.5800
011234,20210831,2021,INDL,C,D,STD,WDFC,USD,241.2190,430.2030,200.3820,13.7090,38.2250,88.8410,85.9360,229.8210,70.2290,488.1090,200.3820,A,244.6400
011259,20210131,2020,INDL,C,D,STD,WMT,USD,90067.0000,252496.0000,80925.0000,2821.0000,6116.0000,24885.0000,92645.0000,164965.0000,13510.0000,556933.0000,80925.0000,A,144.1500
011264,20210831,2021,INDL,C,D,STD,WBA,USD,15814.0000,81285.0000,23419.0000,865.3740,1629.0000,4076.0000,22054.0000,57144.0000,2542.0000,132509.0000,23419.0000,A,52.1600
011300,20211231,2021,INDL,C,D,STD,GHC,USD,1847.1740,7425.5250,4399.5830,4.9060,30.1360,106.4150,1166.3380,2985.8840,352.0750,3185.9740,4399.5830,A,629.8300
011301,20211231,2021,INDL,C,D,STD,WRE,USD,,1875.9940,1316.7550,86.2610,80.0180,6.1510,,558.9320,16.3840,173.2600,1316.7550,A,25.8500
011304,20211231,2021,INDL,C,D,STD,AVA,USD,434.4730,6853.5830,2154.7440,71.4980,119.7390,228.2320,913.1060,4698.8390,147.3340,1438.9360,2154.7440,A,42.4900
011343,20211231,2021,INDL,C,D,STD,WMK,USD,671.6580,1910.4750,1219.7420,26.8980,33.6230,146.7110,345.1970,690.7330,108.8490,4224.4170,1219.7420,A,65.8800
011376,20211231,2021,INDL,C,D,STD,WST,USD,1742.0000,3313.8000,2335.4000,74.2000,51.8000,763.0000,594.1000,978.4000,661.8000,2831.6000,2335.4000,A,469.0100
011399,20210630,2021,INDL,C,D,STD,WDC,USD,9757.0000,26132.0000,10721.0000,308.0000,0.0000,1228.0000,4870.0000,15411.0000,821.0000,16922.0000,10721.0000,A,65.2100
011456,20211231,2021,INDL,C,D,STD,WY,USD,3135.0000,17652.0000,10767.0000,747.3010,887.0000,3602.0000,954.0000,6885.0000,2607.0000,10201.0000,10767.0000,A,41.1800
011465,20211231,2021,INDL,C,D,STD,WHR,USD,9695.0000,20285.0000,4846.0000,59.0000,338.0000,2281.0000,8510.0000,15272.0000,1783.0000,21985.0000,4846.0000,A,234.6600
011506,20211231,2021,INDL,C,D,STD,WMB,USD,4549.0000,47612.0000,11388.0000,1215.0000,1995.0000,2685.0000,4972.0000,33511.0000,1517.0000,10627.0000,11423.0000,A,26.0400
011511,20210131,2020,INDL,C,D,STD,WSM,USD,2467.0800,4661.4240,1651.1850,76.3400,163.3160,949.1440,1848.0000,3010.2390,680.7140,6783.1890,1651.1850,A,101.8400
011537,20210831,2021,INDL,C,D,STD,WGO,USD,1058.9130,2062.5670,1056.9430,33.0630,22.4850,402.6680,407.2760,1005.6240,281.8710,3629.8470,1056.9430,A,74.9200
011550,20211231,2021,INDL,C,D,STD,WEC,USD,2656.7000,38988.5000,10913.2000,315.4350,856.0000,1714.9000,3753.0000,27875.2000,1301.5000,8316.0000,10943.6000,A,97.0700
011554,20211231,2021,INDL,C,D,STD,LNT,USD,1069.0000,18553.0000,5990.0000,250.4750,418.0000,795.0000,2054.0000,12563.0000,674.0000,3669.0000,5990.0000,A,61.4700
011566,20211231,2021,INDL,C,D,STD,WWW,USD,903.7000,2586.4000,629.6000,82.0280,33.7000,200.5000,759.6000,1942.0000,68.6000,2414.9000,629.6000,A,28.8100
011580,20210930,2021,INDL,C,D,STD,WWD,USD,1464.7230,4091.0040,2214.7810,63.0910,36.0410,247.1010,366.2570,1876.2230,208.6490,2245.8320,2214.7810,A,109.4600
011584,20210131,2020,INDL,C,D,STD,FL,USD,2835.0000,7043.0000,2771.0000,103.6930,73.0000,349.0000,1644.0000,4267.0000,323.0000,7548.0000,2771.0000,A,40.4400
011600,20210531,2020,INDL,C,D,STD,WOR,USD,1967.9920,3373.2450,1398.1930,51.3300,55.1150,288.5930,787.9010,1821.5500,723.7950,3171.4290,1398.1930,A,51.3400
011636,20211231,2021,INDL,C,D,STD,XRX,USD,4701.0000,13223.0000,4436.0000,159.3940,195.0000,397.0000,2829.0000,8556.0000,-455.0000,7038.0000,4650.0000,A,22.6400
011657,20211231,2021,INDL,C,D,STD,YORW,USD,11.2620,458.8530,152.6220,13.1130,9.9090,23.3960,20.0860,306.2310,16.9840,55.1190,152.6220,A,49.7800
011672,20210131,2020,INDL,C,D,STD,TJX,USD,15739.3370,30813.5550,5832.6840,1204.6980,311.9700,470.2300,10803.6680,24980.8710,90.4700,32136.9620,5832.6840,A,68.2900
011687,20211231,2021,INDL,C,D,STD,ZION,USD,,93200.0000,7023.0000,151.6250,261.0000,1801.0000,,85737.0000,1129.0000,2970.0000,7463.0000,A,63.1600
011721,20210930,2021,INDL,C,D,STD,OSK,USD,4417.9000,6891.6000,3247.8000,68.0120,90.4000,551.1000,2151.7000,3643.8000,472.7000,7737.3000,3247.8000,A,112.7100
011729,20211231,2021,INDL,C,D,STD,WTM,USD,,7000.7000,3548.1000,3.0180,3.1000,-279.3000,,3296.0000,-275.6000,888.6000,3548.1000,A,1013.9000
011745,20211231,2021,INDL,C,D,STD,QLYS,USD,546.3980,814.5590,436.7140,39.1120,0.0000,114.9830,304.2800,377.8450,70.9600,411.1720,436.7140,A,137.2200
011756,20211231,2021,INDL,C,D,STD,ALEX,USD,,1879.8000,1066.6000,72.5000,49.2000,89.2000,,806.3000,35.4000,398.2000,1066.6000,A,25.0900
011770,20211231,2021,INDL,C,D,STD,SF,USD,,34049.7150,4349.9590,104.4990,110.0240,1122.0690,,29014.7560,824.8580,4783.0860,5034.9590,A,70.4200
011796,20211231,2021,INDL,C,D,STD,LCII,USD,1566.8850,3288.0940,1092.8750,25.2730,87.1710,402.1120,627.2160,2195.2190,287.7390,4472.6970,1092.8750,A,155.8700
011811,20210630,2021,INDL,C,D,STD,JKHY,USD,543.7370,2336.1560,1319.2920,74.0020,133.8000,396.7690,520.8600,1016.8640,311.4690,1758.2250,1319.2920,A,166.9900
011842,20211231,2021,INDL,C,D,STD,ASB,USD,,35104.2530,3831.6580,149.3430,133.1720,557.1000,,31079.4000,350.9940,1127.5150,4024.8530,A,22.5900
011854,20211231,2021,INDL,C,D,STD,NMIH,USD,,2450.5810,1565.7860,85.7930,0.0000,331.7840,,884.7950,231.1300,485.0720,1565.7860,A,21.8500
011861,20211231,2021,INDL,C,D,STD,VLY,USD,,43446.4430,4874.3750,421.4370,195.0580,747.5570,,38362.3770,473.8400,1489.2390,5084.0660,A,13.7500
012081,20211231,2021,INDL,C,D,STD,LAND,USD,,1351.5500,586.8060,34.2100,28.7490,34.0610,,762.4840,3.4950,77.6750,586.8150,A,33.7600
012123,20210131,2020,INDL,C,D,STD,BIG,USD,1585.7890,4037.2570,1277.7310,35.5350,47.9820,401.1510,1000.6240,2759.5260,629.1910,6199.1860,1277.7310,A,42.9300
012124,20211231,2021,INDL,C,D,STD,MS,USD,,1188140.0000,97691.0000,1772.2270,4286.0000,21081.0000,,1081542.0000,15034.0000,61121.0000,105441.0000,A,98.1600
012138,20211231,2021,INDL,C,D,STD,TROW,USD,,12509.0000,9022.7000,229.1750,1003.5000,3741.9000,,2255.3000,3082.9000,7671.9000,9022.7000,A,196.6400
012140,20211231,2021,INDL,C,D,STD,NNN,USD,,7751.0540,3901.6620,175.6360,379.7910,401.2730,,3849.3910,290.1130,701.6780,3901.6620,A,48.0700
012141,20210630,2021,INDL,C,D,STD,MSFT,USD,184406.0000,333779.0000,141988.0000,7519.0000,16871.0000,69916.0000,88657.0000,191791.0000,61271.0000,168088.0000,141988.0000,A,336.3200
012142,20210531,2020,INDL,C,D,STD,ORCL,USD,55567.0000,131107.0000,5238.0000,2814.0000,3063.0000,15648.0000,24164.0000,125155.0000,13746.0000,40479.0000,5238.0000,A,64.6900
012151,20210630,2021,INDL,C,D,STD,COTY,USD,1783.1000,13691.4000,2860.7000,766.0000,102.3000,158.2000,2415.4000,9508.8000,-201.3000,4629.9000,3897.0000,A,10.5000
012181,20211231,2021,INDL,C,D,STD,RGEN,USD,931.6770,2358.3540,1750.0670,55.3210,0.0000,193.2450,375.2620,608.2870,128.2910,670.5340,1750.0670,A,264.8400
012262,20211231,2021,INDL,C,D,STD,ASTE,USD,641.7000,911.3000,654.3000,22.7670,10.2000,24.6000,225.3000,256.5000,17.8000,1097.2000,654.3000,A,69.2700
012266,20211231,2021,INDL,C,D,STD,WERN,USD,631.2130,2603.7130,1327.5500,65.7900,30.8640,254.3640,268.6830,1240.2160,259.0520,2734.3720,1327.5500,A,47.6600
012379,20210430,2020,INDL,C,D,STD,AMWD,USD,392.0800,1636.5140,742.8960,16.8010,0.0000,116.3020,220.4470,893.6180,58.7630,1744.0140,742.8960,A,93.8500
012389,20211231,2021,INDL,C,D,STD,HOG,USD,4550.0910,11051.0550,2553.2440,153.5690,92.4260,1019.7980,3342.8870,8497.8110,650.0240,5336.3080,2553.2440,A,37.6900
012392,20211231,2021,INDL,C,D,STD,SKYW,USD,1068.5930,7125.9470,2267.5140,50.3800,0.0000,-62.2100,1194.6210,4858.4330,111.9100,2713.4910,2267.5140,A,39.3000
012395,20211031,2021,INDL,C,D,STD,TOL,USD,,11537.8500,5295.0240,120.1170,76.9640,1063.5540,,6197.3950,833.6270,8935.9670,5295.0240,A,72.3900
012428,20211231,2021,INDL,C,D,STD,POR,USD,688.0000,9494.0000,2707.0000,89.4110,152.0000,378.0000,768.0000,6787.0000,244.0000,2396.0000,2707.0000,A,52.9200
012441,20211231,2021,INDL,C,D,STD,IT,USD,2620.0800,7416.3240,371.0580,82.3970,0.0000,971.3430,3378.7800,7045.2660,793.5600,4733.9620,371.0580,A,334.3200
012445,20211231,2021,INDL,C,D,STD,WTS,USD,861.5000,1855.6000,1173.2000,33.6090,34.3000,258.9000,408.5000,682.4000,165.7000,1809.2000,1173.2000,A,194.1700
012459,20211231,2021,INDL,C,D,STD,NVR,USD,,5834.4750,3002.3780,3.4470,0.0000,1643.5200,,2832.0970,1236.7190,8970.0620,3002.3780,A,5908.8700
012471,20211231,2021,INDL,C,D,STD,INT,USD,4019.7000,5942.4000,1912.7000,61.7000,30.0000,153.9000,3096.7000,4025.6000,73.7000,31337.0000,1912.7000,A,26.4700
012482,20210930,2021,INDL,C,D,STD,CLFD,USD,71.5060,125.9110,103.8240,13.7320,0.0000,25.2340,20.4710,22.0870,20.3270,140.7550,103.8240,A,84.4200
012540,20211130,2021,INDL,C,D,STD,ADBE,USD,8669.0000,27241.0000,14797.0000,475.0000,0.0000,5802.0000,6932.0000,12444.0000,4822.0000,15785.0000,14797.0000,A,567.0600
012544,20211231,2021,INDL,C,D,STD,JOE,USD,,1208.1510,607.4090,58.8830,18.8440,93.7570,,582.0510,74.5530,266.2960,607.4090,A,52.0500
012568,20210930,2021,INDL,C,D,STD,DJCO,USD,372.3360,390.5770,254.6410,1.3810,0.0000,2.1520,34.0120,135.9360,112.9000,49.3890,254.6410,A,356.7300
012598,20211231,2021,INDL,C,D,STD,PTSI,USD,199.5740,587.3810,216.1100,11.1740,0.0000,104.2590,111.4030,371.2710,76.5160,707.1200,216.1100,A,71.0100
012603,20211231,2021,INDL,C,D,STD,CNO,USD,,36204.4000,5259.7000,120.3770,66.1000,665.6000,,30944.7000,441.0000,4122.2000,5259.7000,A,23.8400
012615,20211231,2021,INDL,C,D,STD,MHO,USD,,3239.8530,1624.1840,28.5000,0.0000,518.2960,,1615.6690,396.8680,3745.8870,1624.1840,A,62.1800
012625,20211231,2021,INDL,C,D,STD,MRTN,USD,186.9490,870.6900,651.6770,83.0340,54.7350,95.3940,93.5590,219.0130,85.4280,973.6440,651.6770,A,17.1600
012635,20211231,2021,INDL,C,D,STD,FISV,USD,18870.0000,76249.0000,30952.0000,650.0000,0.0000,2288.0000,18295.0000,44299.0000,1334.0000,16226.0000,30952.0000,A,103.7900
012689,20211130,2021,INDL,C,D,STD,KBH,USD,,5835.9180,3019.4750,88.2210,54.0520,671.8880,,2816.4430,564.7460,5724.9300,3019.4750,A,44.7300
012711,20210930,2021,INDL,C,D,STD,CVM,USD,45.2720,75.8700,56.5340,43.2070,0.0000,-36.1940,3.9370,19.3360,-36.3610,0.0000,56.5340,A,7.1000
012726,20211231,2021,INDL,C,D,STD,UNM,USD,,70115.6000,11416.4000,202.5140,240.6000,1343.3000,,58699.2000,824.2000,12015.8000,11416.4000,A,24.5700
012785,20211231,2021,INDL,C,D,STD,PPC,USD,3305.9540,8913.2050,2577.0800,243.6760,0.0000,898.0230,2390.8230,6324.2710,31.0000,14777.4580,2577.0800,A,28.2000
