gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,act,at,ceq,csho,dvt,ebit,lct,lt,ni,sale,seq,costat,prcc_c
006379,20211231,2021,INDL,C,D,STD,KELYA,USD,1588.7000,2894.2000,1336.2000,39.4000,4.0000,52.6000,1095.2000,1558.0000,156.1000,4909.7000,1336.2000,A,16.7700
006386,20210630,2021,INDL,C,D,STD,KMT,USD,1004.8070,2665.7610,1329.6080,83.6140,66.7350,142.5660,437.3940,1297.5560,54.4340,1841.4410,1329.6080,A,35.9100
006433,20210630,2021,INDL,C,D,STD,KBAL,USD,159.3470,444.5950,239.6700,36.8750,13.5400,4.7910,115.2420,204.9250,7.4160,569.0080,239.6700,A,10.2300
006435,20211231,2021,INDL,C,D,STD,KMB,USD,5565.0000,17837.0000,514.0000,336.8350,1538.0000,2854.0000,6749.0000,17074.0000,1814.0000,19440.0000,514.0000,A,142.9200
006461,20211231,2021,INDL,C,D,STD,KEX,USD,1003.8650,5399.0630,2886.3240,60.1110,0.0000,76.8190,543.7720,2510.2810,-246.9540,2246.6600,2886.3240,A,59.4200
006502,20210131,2020,INDL,C,D,STD,KR,USD,12503.0000,48662.0000,9576.0000,758.0000,545.0000,3080.0000,15366.0000,39112.0000,2585.0000,132498.0000,9576.0000,A,31.7600
006509,20210930,2021,INDL,C,D,STD,KLIC,USD,1351.8900,1601.6310,1095.2370,61.9310,34.7260,411.3100,351.8750,506.3940,367.1610,1517.6640,1095.2370,A,60.5400
006543,20210430,2020,INDL,C,D,STD,LZB,USD,926.1600,1786.3220,773.4980,45.3610,16.6460,140.5690,611.6700,1004.1760,106.4610,1734.2440,773.4980,A,39.8400
006547,20210930,2021,INDL,C,D,STD,SR,USD,1316.5000,9356.4000,2416.2000,51.6850,150.7000,450.2000,1608.3000,6688.4000,271.7000,2235.5000,2658.2000,A,65.2200
006565,20210630,2021,INDL,C,D,STD,LRCX,USD,11652.3870,15892.1520,6027.1880,142.5010,745.2940,4482.0230,3527.8670,9864.9640,3908.4580,14626.1500,6027.1880,A,719.1500
006573,20210630,2021,INDL,C,D,STD,LANC,USD,423.4810,1101.2850,843.1470,27.5310,81.2330,181.3600,173.9230,258.1380,142.3320,1467.0670,843.1470,A,165.6000
006649,20211231,2021,INDL,C,D,STD,LEG,USD,2065.3000,5307.3000,1648.0000,133.4000,226.6000,548.7000,1335.7000,3658.7000,402.4000,5072.6000,1648.0000,A,41.1600
006730,20211231,2021,INDL,C,D,STD,LLY,USD,18452.4000,48806.0000,8979.2000,903.6530,3201.7000,7887.8000,15052.7000,39651.2000,5581.7000,28318.4000,8979.2000,A,276.2200
006737,20211231,2021,INDL,C,D,STD,LECO,USD,1289.5930,2592.3070,864.1020,58.7870,124.6690,479.2230,755.9050,1728.3980,276.4660,3234.1800,864.1020,A,139.4700
006742,20211231,2021,INDL,C,D,STD,LNC,USD,,387301.0000,20272.0000,177.1940,322.0000,1330.0000,,367029.0000,1405.0000,18551.0000,20272.0000,A,68.2600
006774,20211231,2021,INDL,C,D,STD,LMT,USD,19815.0000,50873.0000,10959.0000,271.0000,2944.0000,9097.0000,13997.0000,39914.0000,6315.0000,67044.0000,10959.0000,A,355.4100
006781,20211231,2021,INDL,C,D,STD,L,USD,,81626.0000,17846.0000,248.4170,65.0000,1611.0000,,62451.0000,1578.0000,13688.0000,17846.0000,A,57.7600
006821,20211231,2021,INDL,C,D,STD,LPX,USD,890.0000,2194.0000,1235.0000,85.6360,66.0000,1830.0000,351.0000,955.0000,1377.0000,4553.0000,1235.0000,A,78.3500
006829,20210131,2020,INDL,C,D,STD,LOW,USD,22326.0000,46735.0000,1437.0000,731.0000,1724.0000,10847.0000,18730.0000,45298.0000,5835.0000,89597.0000,1437.0000,A,160.5100
006865,20211231,2021,INDL,C,D,STD,MDC,USD,,4963.5280,2597.1460,70.6680,117.8420,770.5050,,2366.3820,573.6570,5254.6680,2597.1460,A,55.8300
006867,20211231,2021,INDL,C,D,STD,MDU,USD,1550.9430,8910.4350,3382.8740,203.3510,174.0840,534.2190,1092.2400,5527.5610,378.1310,5680.7330,3382.8740,A,30.8400
006932,20211231,2021,INDL,C,D,STD,MGEE,USD,199.3710,2371.9060,1027.4680,36.1630,54.7880,117.2940,117.8470,1344.4380,105.7610,606.5840,1027.4680,A,82.2500
006994,20211231,2021,INDL,C,D,STD,MTW,USD,941.8000,1775.2000,662.4000,35.0560,0.0000,69.1000,521.0000,1112.8000,11.0000,1720.2000,662.4000,A,18.5900
007017,20211231,2021,INDL,C,D,STD,MRO,USD,1821.0000,16994.0000,10686.0000,743.0000,141.0000,1071.0000,1637.0000,6308.0000,946.0000,5218.0000,10686.0000,A,16.4200
007022,20211231,2021,INDL,C,D,STD,MCS,USD,99.9460,1188.3610,453.6140,31.4270,0.0000,-35.6860,213.1680,734.7470,-43.2930,458.2440,453.6140,A,17.8600
007063,20211231,2021,INDL,C,D,STD,HST,USD,,12352.0000,6441.0000,714.1000,0.0000,-225.0000,,5780.0000,-12.0000,2923.0000,6441.0000,A,17.3900
007065,20211231,2021,INDL,C,D,STD,MMC,USD,8264.0000,34388.0000,11009.0000,503.5360,1026.0000,4339.0000,6654.0000,23166.0000,3143.0000,19820.0000,11009.0000,A,173.8200
007085,20211231,2021,INDL,C,D,STD,MAS,USD,3422.0000,5575.0000,-179.0000,241.2000,175.0000,1454.0000,1939.0000,5497.0000,410.0000,8375.0000,-179.0000,A,70.2200
007116,20211231,2021,INDL,C,D,STD,MAT,USD,2874.5290,6393.8940,1568.8490,350.7000,0.0000,764.0130,1598.2530,4825.0450,902.9870,5457.7410,1568.8490,A,21.5600
007154,20211231,2021,INDL,C,D,STD,MCD,USD,7148.5000,53854.3000,-4601.0000,744.8000,3918.6000,9872.7000,4020.0000,58455.3000,7545.2000,23222.9000,-4601.0000,A,268.0700
007161,20211231,2021,INDL,C,D,STD,MGRC,USD,,1595.9260,732.0210,24.2600,42.6590,134.4210,,863.9050,89.7050,616.8330,732.0210,A,80.2600
007163,20211231,2021,INDL,C,D,STD,SPGI,USD,8810.0000,15026.0000,2032.0000,241.0000,743.0000,4484.0000,3815.0000,9490.0000,3024.0000,8297.0000,2032.0000,A,471.9300
007171,20210331,2020,INDL,C,D,STD,MCK,USD,45382.0000,65015.0000,-21.0000,158.0000,270.0000,3275.0000,44103.0000,63569.0000,-4539.0000,238228.0000,-21.0000,A,173.9200
007228,20210430,2020,INDL,C,D,STD,MDT,USD,22548.0000,93083.0000,51428.0000,1345.4010,3120.0000,5552.0000,8509.0000,41481.0000,3606.0000,30117.0000,51428.0000,A,117.1400
007241,20211231,2021,INDL,C,D,STD,CVS,USD,60008.0000,232999.0000,75075.0000,1322.0000,2644.0000,13432.0000,67807.0000,157618.0000,7910.0000,292111.0000,75075.0000,A,103.1600
007257,20211231,2021,INDL,C,D,STD,MRK,USD,30266.0000,105694.0000,38184.0000,2527.6040,6715.0000,14178.0000,23872.0000,67437.0000,13049.0000,48704.0000,38184.0000,A,76.6400
007275,20210331,2020,INDL,C,D,STD,MLAB,USD,303.7490,601.4750,406.2270,5.1410,3.1650,13.9510,32.5830,195.2480,3.2740,133.9370,406.2270,A,286.6400
007291,20210430,2020,INDL,C,D,STD,MEI,USD,674.0000,1467.0000,918.0000,38.2980,16.9000,136.1000,222.7000,549.0000,122.3000,1088.0000,918.0000,A,38.2800
007343,20210831,2021,INDL,C,D,STD,MU,USD,19907.0000,58849.0000,43933.0000,1119.0000,0.0000,7208.0000,6424.0000,14916.0000,5861.0000,27705.0000,43933.0000,A,93.1500
007366,20211231,2021,INDL,C,D,STD,ETR,USD,3623.5950,59454.2420,11637.2840,202.6530,775.3490,1845.6260,6190.7420,47529.4380,1118.7190,11742.8960,11924.8040,A,112.6500
007368,20211231,2021,INDL,C,D,STD,MSEX,USD,34.3550,1020.0150,367.7260,17.5220,19.4930,33.2110,56.6190,650.2050,36.5430,143.1410,369.8100,A,120.3000
007420,20211231,2021,INDL,C,D,STD,MSA,USD,792.8040,2396.3960,830.8190,39.2770,68.5860,55.3130,330.6060,1562.0080,21.3400,1400.1820,834.3880,A,150.9600
007435,20211231,2021,INDL,C,D,STD,MMM,USD,15403.0000,47072.0000,15046.0000,571.8450,3420.0000,7493.0000,9035.0000,31955.0000,5921.0000,35355.0000,15046.0000,A,177.6300
007437,20211231,2021,INDL,C,D,STD,ALE,USD,291.3000,6435.0000,2413.1000,53.2200,131.9000,151.3000,543.4000,3488.7000,169.2000,1419.2000,2413.1000,A,66.3500
007486,20210331,2020,INDL,C,D,STD,MOD,USD,644.8000,1276.7000,348.7000,51.6000,0.0000,95.8000,469.2000,920.6000,-210.7000,1808.4000,348.7000,A,12.5600
